3.207927002754210388e+00,4.837353177753314637e-02,-4.613448552805006764e-01
3.725221035577171325e+00,-6.087575373440857335e-02,4.414439004933503052e-01
4.322184033605132036e+00,1.202433351579437759e-02,-4.140451015416193870e-01
4.843493575107440385e+00,1.733760643466513568e-02,4.930702435326280164e-01
5.431968238775745306e+00,1.279269016870292382e-02,-3.718323922693256289e-01
5.961015829604036753e+00,-5.190167348134817199e-02,5.275841699238128513e-01
6.544157991552780551e+00,3.352005579472418229e-02,-3.365309600277787139e-01
7.080022375675948609e+00,-3.815484447773352661e-02,5.592761921398162750e-01
7.661511818668873097e+00,1.774371682822230636e-02,-3.079420056158643226e-01
8.679179220946876328e+00,5.050705972110134528e-03,-6.930993080241723558e-02
9.724992261050289244e+00,4.040057290833116814e-03,-5.836440060065991448e-02
1.076942800239353382e+01,-7.645344632482734904e-04,1.205416079914918212e-02
1.181567805967697282e+01,1.426786114088228268e-04,-9.896664557219171741e-04
1.286164714670909248e+01,2.653612697070729010e-04,-4.053115098331074549e-03
1.390820251820091258e+01,2.092181301961396512e-04,-2.238794565214927059e-03
1.495366779854679429e+01,1.041941773374612564e-04,-1.118355447303260534e-03
1.599987685289777062e+01,4.225079553030184113e-05,1.217233848773600306e-04
1.704560536656611092e+01,1.461291605763536662e-05,3.502338181883769461e-04
1.809259745853671220e+01,5.366431636290317972e-06,5.456521935293413015e-04
1.913873029170511586e+01,3.448390283885476276e-06,4.931026377982981532e-04
2.018545627067561199e+01,3.258744278195998054e-06,4.432365359202756691e-04
2.123230042837051812e+01,3.650693149720782762e-06,3.362526136643724018e-04
2.227869491888560205e+01,3.483797524609831871e-06,2.437107517510970372e-04
2.332557916571014545e+01,3.300249473250713675e-06,3.125121876791183187e-04
2.437188644350765188e+01,3.090411265880000932e-06,3.324747767714937271e-04
2.541772474484973898e+01,2.955060388057194812e-06,4.523998902238605870e-04
2.646301215659950401e+01,2.658794477169357926e-06,4.980714227179796477e-04
2.750799648184049317e+01,2.291592113995968745e-06,5.511825317998433069e-04
2.855316057246116301e+01,1.931452884470106919e-06,5.977747745348568507e-04
2.959834003675383940e+01,1.523168968553987885e-06,6.467158082053129677e-04
3.064447068144012576e+01,1.113545491851434095e-06,5.720735370707253319e-04
3.169016952229631556e+01,4.410703847557751874e-07,2.470840948281829118e-04
3.273616695917765185e+01,-2.024762079819670717e-07,-1.590037188137062118e-04
3.378235495762590546e+01,-4.725865509440459111e-07,-7.694971848006436821e-05
3.482807268116143007e+01,-7.175744320794042525e-08,7.541612623199814291e-04
3.587509850461830752e+01,6.649461161336403863e-07,1.922126066674234189e-03
3.692217031116287274e+01,3.126683182012577214e-07,1.616013714021123388e-03
3.797012269511284188e+01,-1.442298071676648069e-06,-3.910806014604678322e-04
3.901832929739265410e+01,3.913944398083159398e-06,6.436780040071764068e-03
4.006558495776302919e+01,2.976404146142042599e-05,3.892114966548795851e-02
4.094933663208974650e+01,-4.161241046470774371e-04,-5.221308424985939833e-01
4.108627279939086208e+01,4.078513344796672524e-04,5.141435986569102834e-01
4.197189902591009059e+01,-3.514197286031162532e-05,-4.336829676982079107e-02
4.301778199863697694e+01,1.520941356998405493e-05,1.956339935095634947e-02
4.406575344378216386e+01,-2.136536997082383329e-06,-2.348026424523185288e-03
4.511418803715934445e+01,-6.903265733550642289e-06,-8.328611011109097670e-03
4.616248711172919883e+01,-6.402337955175128960e-07,-8.281089692214139899e-04
4.721072057921534793e+01,3.102712110955010641e-06,3.219629079339943363e-03
4.825904392599818493e+01,3.098302708424929457e-06,2.461576190400780254e-03
4.930715014732007972e+01,2.401052125815523801e-06,5.354567736343257816e-04
5.035546800230782338e+01,1.684019791526421021e-06,-2.052807755776537083e-04
5.140358523348273678e+01,-1.613320299159074186e-06,-3.735170148964342602e-04
5.245179827687162089e+01,-5.431165275338359289e-06,-7.064503607998010200e-04
5.349958099454470783e+01,-6.235285395617436093e-06,-6.600716088995136309e-04
5.454753712773656105e+01,5.774922496636277856e-08,2.332680233925579598e-03
5.559496416659526830e+01,-1.998466255899596271e-05,-4.331235982033590851e-03
5.664282794303372981e+01,-2.467741974468116599e-05,-6.374549282610940046e-03
5.769015924540570950e+01,3.129459349705851452e-05,1.302825041472287747e-02
5.873798923379525405e+01,3.928165488936506661e-05,1.583832970100442633e-02
5.978337597160204808e+01,2.211623695663653924e-04,7.682936652938882061e-02
6.064292462807326700e+01,-1.481910244854577497e-03,-5.198222681053966676e-01
6.082478955840725376e+01,1.468762265800051649e-03,5.096562400910963353e-01
6.168289382600326576e+01,-2.459259059022622499e-04,-8.886281475801219298e-02
6.272761636307157573e+01,-2.268931929878439580e-05,-1.340127317465441940e-02
6.377479353693623665e+01,-6.744673573654937463e-06,-9.727539947505449425e-03
6.482239041680045943e+01,6.573846137422662270e-06,-5.591018773906447289e-03
6.586936385559502583e+01,1.370291760183437353e-05,1.659975688264286875e-03
6.691626580584753015e+01,1.124649001990308972e-05,7.492815034749757651e-03
6.796320128032760977e+01,8.601640968290255644e-06,7.465267581612770355e-03
6.900987560444268354e+01,6.023470909840749914e-06,6.834447579835788329e-03
7.005501018851705908e+01,-2.886892769412064517e-05,-5.002213940894736227e-02
7.093297494562742145e+01,3.036954010130710419e-04,5.183318526151778904e-01
7.107799153301638739e+01,-3.042192242563372911e-04,-5.173802512208520721e-01
7.195525690582182676e+01,2.983445408304517815e-05,5.192564088145141393e-02
7.299927575140387148e+01,-9.165621631190144683e-06,-1.413947642798987422e-02
7.404628739761899681e+01,-7.564893619058015852e-06,-1.177910764059654156e-02
7.509318105590341474e+01,-8.918177805897767118e-06,-1.403470637726679515e-02
7.614146313968292645e+01,-7.478645286591367925e-06,-1.138761415982373661e-02
7.718888948273028916e+01,-5.402391429663111892e-06,-7.619916133052716430e-03
7.823725521740657030e+01,-3.793063264895764328e-06,-4.695080919271844323e-03
7.928380040016719477e+01,-2.425471744770299279e-06,-2.057826895642411377e-03
8.033098808898905929e+01,-7.878991955681112967e-07,9.055198469128638693e-04
8.137672774785426100e+01,8.115512357517291586e-07,3.419278341532041351e-03
8.242361396059847323e+01,1.756641769856740630e-06,5.283531619841211509e-03
8.346988492865459364e+01,2.097554880221754343e-06,5.871541327651103384e-03
8.451719107074465853e+01,2.067498771672334513e-06,5.450271885454362197e-03
8.556359256110219746e+01,1.723079531341552100e-06,5.289003285057209194e-03
8.661037534841376839e+01,1.429629155679137917e-06,4.161321955090207386e-03
8.765590167173539271e+01,9.998728951718244307e-07,3.396046670446232173e-03
8.870185318536792352e+01,6.340715435634875017e-07,2.335148175435706758e-03
8.974749068097867166e+01,2.337659553355517042e-07,1.733522675996726405e-03
9.079376650711571983e+01,-5.641987142237782333e-08,9.663801075314198312e-04
